shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
1_0_shp,35.0973844,129.0266779,251
1_0_shp,35.0972459,129.0261457,252
1_0_shp,35.0966051,129.0238849,253
1_0_shp,35.0966475,129.0228062,254
1_0_shp,35.0969074,129.0221855,255
1_0_shp,35.098201,129.0206044,256
1_0_shp,35.0990231,129.0199838,257
1_0_shp,35.0996155,129.0197917,258
1_0_shp,35.1007619,129.0198883,259
1_0_shp,35.1020697,129.0199986,260
1_0_shp,35.105231,129.020235,261
1_0_shp,35.1075339,129.0203458,262
1_0_shp,35.1078421,129.0202128,263
1_0_shp,35.1092323,129.0185357,264
1_0_shp,35.109462,129.0182992,265
1_0_shp,35.1103458,129.0178257,266
1_0_shp,35.110979,129.0174865,267
1_0_shp,35.1115696,129.0168109,268
1_0_shp,35.1118811,129.0162398,269
1_0_shp,35.1120185,129.0151983,270
1_0_shp,35.1115971,129.0136416,271
1_0_shp,35.1106627,129.0112227,272
1_0_shp,35.1098107,129.0101812,273
1_0_shp,35.108354,129.0086134,274
1_0_shp,35.1058072,129.0041451,275
1_0_shp,35.1037522,129.0008659,276
1_0_shp,35.1032306,128.9999733,277
1_0_shp,35.1028704,128.9992555,278
1_0_shp,35.1015681,128.99677,279
1_0_shp,35.1007362,128.9950466,280
1_0_shp,35.1004167,128.9942441,281
1_0_shp,35.1002548,128.9934471,282
1_0_shp,35.099694,128.9915206,283
1_0_shp,35.0993247,128.9899437,284
1_0_shp,35.0991455,128.9869126,285
1_0_shp,35.0998749,128.98326,286
1_0_shp,35.1001912,128.9817073,287
1_0_shp,35.1004345,128.98057,288
1_0_shp,35.1006198,128.9800094,289
1_0_shp,35.1012221,128.979092,290
1_0_shp,35.1021904,128.9775518,291
1_0_shp,35.1026768,128.9766684,292
1_0_shp,35.1032559,128.9750489,293
1_0_shp,35.1039879,128.9727725,294
1_0_shp,35.1048264,128.9702978,295
1_0_shp,35.1051968,128.9694568,296
1_0_shp,35.1059551,128.9687055,297
1_0_shp,35.1061893,128.9685038,298
1_0_shp,35.1063143,128.9681786,299
1_0_shp,35.1063489,128.9671151,300
1_0_shp,35.1062851,128.9653848,301
1_0_shp,35.1062904,128.9635277,302
1_0_shp,35.1062492,128.9630496,303
1_0_shp,35.1061441,128.9625715,304
1_0_shp,35.1058886,128.9621812,305
1_0_shp,35.1054336,128.9617064,306
1_0_shp,35.1048509,128.9613323,307
1_0_shp,35.1044013,128.9611014,308
1_0_shp,35.104332,128.9610884,309
1_0_shp,35.103289,128.9608933,310
1_0_shp,35.1024349,128.9607664,311
1_0_shp,35.1018495,128.9607274,312
1_0_shp,35.1002876,128.9606786,313
1_0_shp,35.0990149,128.9606804,314
1_0_shp,35.0983152,128.960662,315
1_0_shp,35.0982817,128.9606613,316
1_0_shp,35.0975998,128.9606466,317
1_0_shp,35.0967532,128.9606312,318
1_0_shp,35.0959648,128.9606546,319
1_0_shp,35.094938,128.960669,320
1_0_shp,35.0944768,128.9606754,321
1_0_shp,35.0941267,128.9606826,322
1_0_shp,35.0939697,128.9606859,323
1_0_shp,35.0938014,128.9606921,324
1_0_shp,35.0936652,128.9606944,325
1_0_shp,35.0935273,128.9606983,326
1_0_shp,35.0930364,128.9606948,327
1_0_shp,35.0925834,128.9607161,328
1_0_shp,35.0925123,128.9607246,329
1_0_shp,35.0922674,128.9607322,330
1_0_shp,35.091655,128.9607703,331
1_0_shp,35.0912409,128.9608401,332
1_0_shp,35.090751,128.9611297,333
1_0_shp,35.0903324,128.9617093,334
1_0_shp,35.090074,128.9624421,335
1_0_shp,35.0900443,128.9651344,336
1_0_shp,35.0900538,128.9660648,337
1_0_shp,35.0898458,128.9722262,338
1_0_shp,35.0897855,128.9734415,339
1_0_shp,35.0897214,128.974734,340
1_0_shp,35.0895658,128.9774662,341
1_0_shp,35.0894925,128.9776814,342
1_0_shp,35.0893656,128.9777756,343
1_0_shp,35.0892323,128.9777925,344
1_0_shp,35.0851233,128.9775297,345
1_0_shp,35.0821966,128.9773723,346
1_0_shp,35.0819349,128.9773868,347
1_0_shp,35.0806395,128.9773698,348
1_0_shp,35.0805621,128.9773569,349
1_0_shp,35.0790944,128.9774692,350
1_0_shp,35.0785025,128.9774801,351
1_0_shp,35.0779931,128.9774413,352
1_0_shp,35.0746268,128.9768508,353
1_0_shp,35.0738716,128.9767183,354
1_0_shp,35.073489,128.9766345,355
1_0_shp,35.0731135,128.9765957,356
1_0_shp,35.0727552,128.9766405,357
1_0_shp,35.0694155,128.977818,358
1_0_shp,35.0689808,128.9780488,359
1_0_shp,35.0684862,128.9784163,360
1_0_shp,35.0680732,128.9788118,361
1_0_shp,35.0675605,128.9793278,362
1_0_shp,35.0672737,128.9796106,363
1_0_shp,35.0669172,128.9798431,364
1_0_shp,35.0665502,128.9799523,365
1_0_shp,35.0661871,128.9799589,366
1_0_shp,35.0654549,128.9797885,367
1_0_shp,35.0654404,128.9797852,368
1_0_shp,35.0649489,128.9796708,369
1_0_shp,35.0645662,128.9795894,370
1_0_shp,35.064285,128.9795722,371
1_0_shp,35.0637597,128.9795803,372
1_0_shp,35.0634807,128.9795573,373
1_0_shp,35.0632394,128.9794285,374
1_0_shp,35.0630763,128.9791718,375
1_0_shp,35.0628418,128.9783384,376
1_0_shp,35.0620035,128.9772016,377
1_0_shp,35.0613715,128.9758605,378
1_0_shp,35.0611119,128.9753647,379
1_0_shp,35.0608357,128.9749421,380
1_0_shp,35.0605082,128.9746199,381
1_0_shp,35.0600791,128.9742676,382
1_0_shp,35.0597937,128.9739015,383
1_0_shp,35.0596211,128.9733729,384
1_0_shp,35.0594284,128.9728512,385
1_0_shp,35.0592353,128.9724636,386
1_0_shp,35.058942,128.9720433,387
1_0_shp,35.0585342,128.9717929,388
1_0_shp,35.0578882,128.9714361,389
1_0_shp,35.0569646,128.9709261,390
1_0_shp,35.056443,128.9706178,391
1_0_shp,35.0561032,128.9705152,392
1_0_shp,35.0557548,128.9704844,393
1_0_shp,35.055437,128.9704999,394
1_0_shp,35.0539165,128.9707911,395
1_0_shp,35.0528707,128.970994,396
1_0_shp,35.0525662,128.9710331,397
1_0_shp,35.052274,128.9710228,398
1_0_shp,35.0520098,128.9709839,399
1_0_shp,35.0512627,128.970702,400
1_0_shp,35.0486018,128.9697652,401
1_0_shp,35.0484139,128.969681,402
1_0_shp,35.0482294,128.96959,403
1_0_shp,35.0480575,128.969439,404
1_0_shp,35.0479,128.9692565,405
1_0_shp,35.0477514,128.9689236,406
1_0_shp,35.0476654,128.9685593,407
1_0_shp,35.0476275,128.9681098,408
1_0_shp,35.0476528,128.9677632,409
1_0_shp,35.0477326,128.9673958,410
1_0_shp,35.0480864,128.9662322,411
2_1_shp,35.1694514,129.1759213,0
2_1_shp,35.1691877,129.1754469,1
2_1_shp,35.1684025,129.1743649,2
2_1_shp,35.1676685,129.1733534,3
2_1_shp,35.1672981,129.1728293,4
2_1_shp,35.1671393,129.1725405,5
2_1_shp,35.1670067,129.1722248,6
2_1_shp,35.1669228,129.1719554,7
2_1_shp,35.1668542,129.1716259,8
2_1_shp,35.1668071,129.1707439,9
2_1_shp,35.1667004,129.1687279,10
2_1_shp,35.1666518,129.1678104,11
2_1_shp,35.1663865,129.164368,12
2_1_shp,35.1662671,129.1635919,13
2_1_shp,35.1660332,129.1630021,14
2_1_shp,35.1643536,129.1600046,15
2_1_shp,35.1636846,129.1588087,16
2_1_shp,35.1622301,129.1562088,17
2_1_shp,35.161442,129.154772,18
2_1_shp,35.1610592,129.1540555,19
2_1_shp,35.1602703,129.1518434,20
2_1_shp,35.1601489,129.1512944,21
2_1_shp,35.1601545,129.150636,22
2_1_shp,35.160269,129.1502794,23
2_1_shp,35.1605727,129.149691,24
2_1_shp,35.1608983,129.148929,25
2_1_shp,35.161277,129.1480904,26
2_1_shp,35.1615641,129.1475479,27
2_1_shp,35.1624765,129.1458305,28
2_1_shp,35.1637264,129.1434393,29
2_1_shp,35.168842,129.1384745,30
2_1_shp,35.1703702,129.1369913,31
2_1_shp,35.1707473,129.1361866,32
2_1_shp,35.1707881,129.135778,33
2_1_shp,35.1707648,129.135339,34
2_1_shp,35.1703588,129.1343571,35
2_1_shp,35.1699759,129.1336176,36
2_1_shp,35.1693801,129.1326081,37
2_1_shp,35.1686251,129.1311985,38
2_1_shp,35.1675628,129.129215,39
2_1_shp,35.1668604,129.1278904,40
2_1_shp,35.166578,129.1273578,41
2_1_shp,35.1665622,129.1273281,42
2_1_shp,35.1662998,129.1268332,43
2_1_shp,35.1658569,129.1257284,44
2_1_shp,35.1657744,129.1254792,45
2_1_shp,35.1656867,129.1247604,46
2_1_shp,35.1658972,129.1239986,47
2_1_shp,35.1662735,129.1232069,48
2_1_shp,35.1670183,129.1220812,49
2_1_shp,35.1670713,129.1220012,50
2_1_shp,35.167283,129.1216812,51
2_1_shp,35.168239,129.1205869,52
2_1_shp,35.1684056,129.1193638,53
2_1_shp,35.1685021,129.1185591,54
2_1_shp,35.1680188,129.1171129,55
2_1_shp,35.1675912,129.1156939,56
2_1_shp,35.1674665,129.1154435,57
2_1_shp,35.1672812,129.1152064,58
2_1_shp,35.1669896,129.115021,59
2_1_shp,35.1666945,129.1149457,60
2_1_shp,35.1654182,129.1146714,61
2_1_shp,35.1650352,129.1145891,62
2_1_shp,35.1647435,129.1145264,63
2_1_shp,35.1632397,129.1142032,64
2_1_shp,35.1618114,129.1139108,65
2_1_shp,35.1595286,129.1134436,66
2_1_shp,35.157916,129.11317,67
2_1_shp,35.1576778,129.1130574,68
2_1_shp,35.149756,129.11097,69
2_1_shp,35.144547,129.1094187,70
2_1_shp,35.1437311,129.1092148,71
2_1_shp,35.1432736,129.1090019,72
2_1_shp,35.1430058,129.1087335,73
2_1_shp,35.1421344,129.1078416,74
2_1_shp,35.1405903,129.1062215,75
2_1_shp,35.1400375,129.1055134,76
2_1_shp,35.1389044,129.1031761,77
2_1_shp,35.1388501,129.1030694,78
2_1_shp,35.1387989,129.1029688,79
2_1_shp,35.137558,129.100531,80
2_1_shp,35.1372598,129.099838,81
2_1_shp,35.1370622,129.0993329,82
2_1_shp,35.136597,129.0981872,83
2_1_shp,35.1358613,129.0965441,84
2_1_shp,35.1353862,129.0944321,85
2_1_shp,35.1351732,129.0924237,86
2_1_shp,35.135148,129.092172,87
2_1_shp,35.1351054,129.0906985,88
2_1_shp,35.1351018,129.0905588,89
2_1_shp,35.1349562,129.0878017,90
2_1_shp,35.1348698,129.0857509,91
2_1_shp,35.134758,129.084783,92
2_1_shp,35.1346527,129.0826481,93
2_1_shp,35.1345841,129.0820267,94
2_1_shp,35.1344824,129.0810425,95
2_1_shp,35.1340613,129.0798945,96
2_1_shp,35.1337713,129.0791631,97
2_1_shp,35.1337208,129.0787195,98
2_1_shp,35.1337994,129.0782407,99
2_1_shp,35.1339573,129.0777579,100
2_1_shp,35.1348873,129.0759125,101
2_1_shp,35.135668,129.074224,102
2_1_shp,35.1360603,129.0734673,103
2_1_shp,35.1363507,129.0729358,104
2_1_shp,35.136535,129.0724965,105
2_1_shp,35.1366874,129.0719558,106
2_1_shp,35.1368251,129.0712686,107
2_1_shp,35.1368808,129.0708716,108
2_1_shp,35.1369262,129.0703613,109
2_1_shp,35.1369602,129.0696932,110
2_1_shp,35.1369869,129.0692457,111
2_1_shp,35.1370351,129.0689966,112
2_1_shp,35.1371249,129.0687598,113
2_1_shp,35.1373345,129.0684099,114
2_1_shp,35.1375414,129.068148,115
2_1_shp,35.1378616,129.0679121,116
2_1_shp,35.1383519,129.0676806,117
2_1_shp,35.1388027,129.0674824,118
2_1_shp,35.1391392,129.0673312,119
2_1_shp,35.1396392,129.067133,120
2_1_shp,35.1399065,129.0670375,121
2_1_shp,35.14028,129.0669384,122
2_1_shp,35.1405895,129.0668781,123
2_1_shp,35.1408899,129.0668417,124
2_1_shp,35.1413073,129.0668073,125
2_1_shp,35.141638,129.0667853,126
2_1_shp,35.1433769,129.0667654,127
2_1_shp,35.1445891,129.066737,128
2_1_shp,35.1450931,129.0667366,129
2_1_shp,35.1457278,129.0667134,130
2_1_shp,35.1468901,129.0666934,131
2_1_shp,35.1471453,129.0666859,132
2_1_shp,35.147467,129.0666512,133
2_1_shp,35.1476813,129.06659,134
2_1_shp,35.1478742,129.0665166,135
2_1_shp,35.1480641,129.0664309,136
2_1_shp,35.1487535,129.0660337,137
2_1_shp,35.1492228,129.0657636,138
2_1_shp,35.1498275,129.0655435,139
2_1_shp,35.1501434,129.0654727,140
2_1_shp,35.1505451,129.0654281,141
2_1_shp,35.150969,129.0653885,142
2_1_shp,35.1528193,129.0653641,143
2_1_shp,35.1544418,129.0653677,144
2_1_shp,35.1549671,129.0653791,145
2_1_shp,35.1553648,129.0653935,146
2_1_shp,35.1559213,129.0654507,147
2_1_shp,35.1563249,129.06548,148
2_1_shp,35.1566447,129.0654867,149
2_1_shp,35.1568704,129.0654684,150
2_1_shp,35.1570663,129.0654293,151
2_1_shp,35.1572852,129.0653456,152
2_1_shp,35.1574165,129.0652693,153
2_1_shp,35.15755,129.0651564,154
2_1_shp,35.1576423,129.0650369,155
2_1_shp,35.1577087,129.0648948,156
2_1_shp,35.1577521,129.0647236,157
2_1_shp,35.1577669,129.0643933,158
2_1_shp,35.1577582,129.063848,159
2_1_shp,35.157752,129.0623772,160
2_1_shp,35.1577168,129.0598823,161
2_1_shp,35.157709,129.0591639,162
2_1_shp,35.1577084,129.0591028,163
2_1_shp,35.1576989,129.0582466,164
2_1_shp,35.1576126,129.0559493,165
2_1_shp,35.1576001,129.0547684,166
2_1_shp,35.1576046,129.0536522,167
2_1_shp,35.1576055,129.0531381,168
2_1_shp,35.1576032,129.0523769,169
2_1_shp,35.1575868,129.0513695,170
2_1_shp,35.1575672,129.0511192,171
2_1_shp,35.1575383,129.0509502,172
2_1_shp,35.157439,129.0505061,173
2_1_shp,35.1573491,129.0501205,174
2_1_shp,35.1571272,129.0491604,175
2_1_shp,35.1568236,129.0479255,176
2_1_shp,35.1565409,129.0465993,177
2_1_shp,35.156405,129.0459306,178
2_1_shp,35.1562953,129.0453101,179
2_1_shp,35.1558284,129.0426874,180
2_1_shp,35.1555746,129.0414169,181
2_1_shp,35.1553652,129.0403385,182
2_1_shp,35.1552236,129.0395018,183
2_1_shp,35.1550951,129.0387353,184
2_1_shp,35.1550124,129.0382335,185
2_1_shp,35.1549302,129.0376293,186
2_1_shp,35.1548041,129.0368226,187
2_1_shp,35.1545702,129.0354106,188
2_1_shp,35.1542294,129.0334756,189
2_1_shp,35.1539803,129.0321386,190
2_1_shp,35.1538207,129.0312601,191
2_1_shp,35.1536781,129.0303309,192
2_1_shp,35.153531,129.0295272,193
2_1_shp,35.1533163,129.028141,194
2_1_shp,35.1532301,129.0273599,195
2_1_shp,35.1531996,129.0263254,196
2_1_shp,35.1531929,129.0255158,197
2_1_shp,35.1532091,129.0243274,198
2_1_shp,35.153245,129.0230402,199
2_1_shp,35.1532666,129.0204746,200
2_1_shp,35.1532396,129.0201367,201
2_1_shp,35.1531748,129.0197948,202
2_1_shp,35.1530864,129.0194053,203
2_1_shp,35.1529713,129.0189716,204
2_1_shp,35.1528853,129.0187022,205
2_1_shp,35.1527881,129.0184651,206
2_1_shp,35.1526226,129.0181579,207
2_1_shp,35.1524135,129.0178087,208
2_1_shp,35.1522166,129.0174309,209
2_1_shp,35.1519866,129.0170015,210
2_1_shp,35.1518055,129.0165374,211
2_1_shp,35.1516614,129.0160019,212
2_1_shp,35.1515609,129.0154891,213
2_1_shp,35.1514933,129.0149345,214
2_1_shp,35.1514394,129.0142465,215
2_1_shp,35.151315,129.0128221,216
2_1_shp,35.1512851,129.0124257,217
2_1_shp,35.1511642,129.0107573,218
2_1_shp,35.1510627,129.0096131,219
2_1_shp,35.1509301,129.0079005,220
2_1_shp,35.1507514,129.0058998,221
2_1_shp,35.1506988,129.005297,222
2_1_shp,35.1506066,129.0043051,223
2_1_shp,35.1505729,129.0039194,224
2_1_shp,35.150504,129.00315,225
2_1_shp,35.1504103,129.0022384,226
2_1_shp,35.1503467,129.0013998,227
2_1_shp,35.1503504,129.0009872,228
2_1_shp,35.150363,129.0004922,229
2_1_shp,35.1504024,128.9999562,230
2_1_shp,35.1504844,128.9995478,231
2_1_shp,35.1506732,128.9989771,232
2_1_shp,35.1509554,128.9983713,233
2_1_shp,35.1512171,128.997773,234
2_1_shp,35.1517998,128.996497,235
2_1_shp,35.1519722,128.9962141,236
2_1_shp,35.1520517,128.9960837,237
2_1_shp,35.15211,128.995988,238
2_1_shp,35.1530139,128.9946905,239
2_1_shp,35.1532839,128.9943118,240
2_1_shp,35.1542853,128.9929074,241
2_1_shp,35.1551886,128.9915849,242
2_1_shp,35.1553858,128.9913203,243
2_1_shp,35.1557054,128.9908801,244
2_1_shp,35.1561275,128.9904353,245
2_1_shp,35.1573554,128.9892677,246
2_1_shp,35.1575418,128.9890907,247
2_1_shp,35.1590811,128.9876206,248
2_1_shp,35.1594904,128.9872219,249
2_1_shp,35.1601402,128.9865853,250
2_1_shp,35.1618462,128.9849384,251
2_1_shp,35.1620384,128.9847909,252
2_1_shp,35.1622166,128.9846663,253
2_1_shp,35.1625081,128.984509,254
2_1_shp,35.1644358,128.9835302,255
2_1_shp,35.1668676,128.9822865,256
2_1_shp,35.1672488,128.9821628,257
2_1_shp,35.1675779,128.9820979,258
2_1_shp,35.1678571,128.9820805,259
2_1_shp,35.1681209,128.9821162,260
2_1_shp,35.1683306,128.9821361,261
2_1_shp,35.1685833,128.982173,262
2_1_shp,35.1689494,128.9822603,263
2_1_shp,35.1698296,128.9825275,264
2_1_shp,35.1705445,128.982739,265
2_1_shp,35.1711146,128.9829223,266
2_1_shp,35.1767155,128.9846825,267
2_1_shp,35.17776,128.9849467,268
2_1_shp,35.1785897,128.9851445,269
2_1_shp,35.1798832,128.9854634,270
2_1_shp,35.1812341,128.9857985,271
2_1_shp,35.1815186,128.9858518,272
2_1_shp,35.1825962,128.986119,273
2_1_shp,35.1833935,128.9863125,274
2_1_shp,35.1843871,128.9865558,275
2_1_shp,35.1857857,128.986883,276
2_1_shp,35.1862624,128.9870034,277
2_1_shp,35.1865084,128.9870941,278
2_1_shp,35.1872237,128.9874328,279
2_1_shp,35.187752,128.987693,280
2_1_shp,35.1881532,128.9878915,281
2_1_shp,35.1898674,128.988716,282
2_1_shp,35.1908437,128.9891937,283
2_1_shp,35.1912673,128.9894301,284
2_1_shp,35.191444,128.9895441,285
2_1_shp,35.1915849,128.9896635,286
2_1_shp,35.1916912,128.9898113,287
2_1_shp,35.1917715,128.9899636,288
2_1_shp,35.1925067,128.9920069,289
2_1_shp,35.1927535,128.9924634,290
2_1_shp,35.1929902,128.9927102,291
2_1_shp,35.1932933,128.9929425,292
2_1_shp,35.1947908,128.9937177,293
2_1_shp,35.196327,128.9945875,294
2_1_shp,35.1964344,128.9946586,295
2_1_shp,35.1969455,128.9950174,296
2_1_shp,35.1979546,128.9957317,297
2_1_shp,35.199016,128.996587,298
2_1_shp,35.1997887,128.9971924,299
2_1_shp,35.2009302,128.998002,300
2_1_shp,35.2028827,128.9996216,301
2_1_shp,35.2030018,128.9997261,302
2_1_shp,35.2033739,129.0000392,303
2_1_shp,35.203953,129.0005265,304
2_1_shp,35.2042547,129.0007885,305
2_1_shp,35.20437,129.0009714,306
2_1_shp,35.2044309,129.0012131,307
2_1_shp,35.2044386,129.0012378,308
2_1_shp,35.2044585,129.001302,309
2_1_shp,35.2046147,129.002163,310
2_1_shp,35.2046753,129.0024969,311
2_1_shp,35.2046815,129.0025313,312
2_1_shp,35.2049268,129.0034345,313
2_1_shp,35.2050343,129.0037608,314
2_1_shp,35.2051893,129.004033,315
2_1_shp,35.2053623,129.004229,316
2_1_shp,35.2055062,129.0043317,317
2_1_shp,35.2058644,129.0044808,318
2_1_shp,35.2061238,129.0045605,319
2_1_shp,35.2062229,129.004591,320
2_1_shp,35.2071049,129.0048057,321
2_1_shp,35.2091176,129.0053419,322
2_1_shp,35.2093795,129.0054074,323
2_1_shp,35.2095815,129.0054131,324
2_1_shp,35.2098432,129.0053698,325
2_1_shp,35.2107798,129.0050608,326
2_1_shp,35.2112242,129.0048645,327
2_1_shp,35.2131824,129.0041921,328
2_1_shp,35.2134054,129.0041717,329
2_1_shp,35.213666,129.0042339,330
2_1_shp,35.2144237,129.0044303,331
2_1_shp,35.2148212,129.0045263,332
2_1_shp,35.2171637,129.0051017,333
2_1_shp,35.2171944,129.0051074,334
2_1_shp,35.2176387,129.0052348,335
2_1_shp,35.2179189,129.00538,336
2_1_shp,35.2181946,129.0055408,337
2_1_shp,35.2192235,129.0066718,338
2_1_shp,35.2193151,129.0067619,339
2_1_shp,35.2205318,129.0079576,340
2_1_shp,35.2206469,129.0080573,341
2_1_shp,35.2208875,129.0082075,342
2_1_shp,35.222924,129.0090594,343
2_1_shp,35.2240528,129.0095083,344
2_1_shp,35.2245394,129.0096965,345
2_1_shp,35.2254918,129.0100721,346
2_1_shp,35.2256093,129.0101605,347
2_1_shp,35.2262034,129.0106073,348
2_1_shp,35.2265392,129.0108646,349
2_1_shp,35.2266456,129.0109462,350
2_1_shp,35.2268111,129.011073,351
2_1_shp,35.2270506,129.0112565,352
2_1_shp,35.2272801,129.0114303,353
2_1_shp,35.2282952,129.0121991,354
2_1_shp,35.2282768,129.0121851,355
2_1_shp,35.2284087,129.012285,356
2_1_shp,35.2289216,129.0124852,357
2_1_shp,35.2308386,129.0130461,358
2_1_shp,35.2308855,129.013056,359
2_1_shp,35.2322216,129.0133377,360
2_1_shp,35.23229,129.0133494,361
2_1_shp,35.2345388,129.0137269,362
2_1_shp,35.2366599,129.0139417,363
2_1_shp,35.2382843,129.0140255,364
2_1_shp,35.2395946,129.0141166,365
2_1_shp,35.2401217,129.0141579,366
2_1_shp,35.2403035,129.0141351,367
2_1_shp,35.2406028,129.0141142,368
2_1_shp,35.2408437,129.0140767,369
2_1_shp,35.2408914,129.0140647,370
2_1_shp,35.2412014,129.0139869,371
2_1_shp,35.2417726,129.0138192,372
2_1_shp,35.2436696,129.0132666,373
2_1_shp,35.2446247,129.0130092,374
2_1_shp,35.2451417,129.0128858,375
2_1_shp,35.245479,129.0128697,376
2_1_shp,35.2461844,129.0128697,377
2_1_shp,35.2467526,129.0129009,378
2_1_shp,35.2470211,129.0129019,379
2_1_shp,35.2477422,129.0129502,380
2_1_shp,35.2478278,129.012956,381
2_1_shp,35.2481214,129.0129866,382
2_1_shp,35.2485413,129.0130038,383
2_1_shp,35.2490101,129.012977,384
2_1_shp,35.2492948,129.0129019,385
2_1_shp,35.2494907,129.0128423,386
2_1_shp,35.2499112,129.0126009,387
2_1_shp,35.2506923,129.0120596,388
2_1_shp,35.2510306,129.0118111,389
2_1_shp,35.2513056,129.011609,390
2_1_shp,35.2514673,129.0114931,391
2_1_shp,35.2521673,129.0109916,392
2_1_shp,35.252576,129.0107293,393
2_1_shp,35.2530268,129.0105486,394
2_1_shp,35.2530846,129.0105254,395
2_1_shp,35.2535678,129.0104513,396
2_1_shp,35.2536922,129.0104618,397
2_1_shp,35.2538902,129.0104784,398
2_1_shp,35.2539428,129.0104879,399
2_1_shp,35.2541342,129.0105088,400
2_1_shp,35.2544685,129.0105844,401
2_1_shp,35.254981,129.0107829,402
2_1_shp,35.2555023,129.0109975,403
2_1_shp,35.2560251,129.0112761,404
2_1_shp,35.2566368,129.0114427,405
2_1_shp,35.2573333,129.0117033,406
2_1_shp,35.2577231,129.0118822,407
2_1_shp,35.2578922,129.0119898,408
2_1_shp,35.259424,129.012772,409
2_1_shp,35.2595933,129.0128331,410
2_1_shp,35.262517,129.0142804,411
2_1_shp,35.2626895,129.0143611,412
2_1_shp,35.2643719,129.0151752,413
2_1_shp,35.2648827,129.0154543,414
2_1_shp,35.2665515,129.0163713,415
2_1_shp,35.2667001,129.0164573,416
2_1_shp,35.266737,129.0164867,417
2_1_shp,35.2682583,129.0173153,418
2_1_shp,35.2683243,129.0173507,419
2_1_shp,35.2685904,129.0174888,420
2_1_shp,35.2688285,129.0176131,421
2_1_shp,35.2692774,129.0178371,422
2_1_shp,35.269586,129.0179697,423
2_1_shp,35.2698841,129.018061,424
2_1_shp,35.2701791,129.0181378,425
2_1_shp,35.2705168,129.0181999,426
2_1_shp,35.2708043,129.018231,427
2_1_shp,35.2709807,129.0182393,428
2_1_shp,35.2711314,129.01824,429
2_1_shp,35.271438,129.018221,430
2_1_shp,35.2717472,129.0181854,431
2_1_shp,35.2719021,129.0181616,432
2_1_shp,35.2720796,129.0181363,433
2_1_shp,35.2724248,129.0180477,434
2_1_shp,35.2727156,129.0179569,435
2_1_shp,35.2734976,129.017697,436
2_1_shp,35.2742523,129.0174527,437
2_1_shp,35.2745292,129.017351,438
2_1_shp,35.2746803,129.0173008,439
2_1_shp,35.2748548,129.0172629,440
2_1_shp,35.2749878,129.0172417,441
2_1_shp,35.275154,129.0172233,442
2_1_shp,35.275322,129.0172276,443
2_1_shp,35.275473,129.0172483,444
2_1_shp,35.2755886,129.0172721,445
2_1_shp,35.2765669,129.0175287,446
2_1_shp,35.2769848,129.0176247,447
2_1_shp,35.2770611,129.0176341,448
2_1_shp,35.2772864,129.0176505,449
2_1_shp,35.2774626,129.0176629,450
2_1_shp,35.2778401,129.0176612,451
2_1_shp,35.2786634,129.0176153,452
2_1_shp,35.2793153,129.0175933,453
2_1_shp,35.2798024,129.0175242,454
2_1_shp,35.2804107,129.0175023,455
2_1_shp,35.2810803,129.0174697,456
2_1_shp,35.2811482,129.0174664,457
2_1_shp,35.2818403,129.0174536,458
2_1_shp,35.2824685,129.01742,459
2_1_shp,35.2829555,129.0173581,460
2_1_shp,35.2834241,129.0173487,461
2_1_shp,35.2841086,129.0173358,462
2_1_shp,35.2860475,129.0172443,463
2_1_shp,35.2865609,129.0171909,464
2_1_shp,35.2871331,129.0171061,465
2_1_shp,35.2874381,129.0170637,466
2_1_shp,35.2876282,129.0170528,467
2_1_shp,35.2877409,129.0170552,468
2_1_shp,35.2879247,129.0170721,469
2_1_shp,35.2881373,129.017104,470
2_1_shp,35.2883129,129.0171361,471
2_1_shp,35.2887767,129.0172439,472
2_1_shp,35.2897111,129.0174478,473
2_1_shp,35.2902651,129.0175598,474
2_1_shp,35.2905757,129.017609,475
2_1_shp,35.2907515,129.0176351,476
2_1_shp,35.290972,129.0176536,477
2_1_shp,35.2912329,129.0176715,478
2_1_shp,35.2915073,129.0176847,479
2_1_shp,35.2917437,129.0176766,480
2_1_shp,35.2919072,129.0176714,481
2_1_shp,35.2920304,129.0176553,482
2_1_shp,35.292173,129.0176347,483
2_1_shp,35.2923553,129.0176018,484
2_1_shp,35.29247,129.0175758,485
2_1_shp,35.2930202,129.0174147,486
2_1_shp,35.2933254,129.0172888,487
2_1_shp,35.2935384,129.0171859,488
2_1_shp,35.2940217,129.0169151,489
2_1_shp,35.2942966,129.016716,490
2_1_shp,35.2945257,129.0165265,491
2_1_shp,35.2947176,129.0163564,492
2_1_shp,35.294918,129.0161521,493
2_1_shp,35.2950673,129.0159957,494
2_1_shp,35.2952431,129.0157999,495
2_1_shp,35.2954415,129.0155468,496
2_1_shp,35.2956379,129.0152689,497
2_1_shp,35.2958147,129.0149939,498
2_1_shp,35.296051,129.0145712,499
2_1_shp,35.2962466,129.0141293,500
2_1_shp,35.2963853,129.0137904,501
2_1_shp,35.2968403,129.0126616,502
2_1_shp,35.2973566,129.0113632,503
2_1_shp,35.2976386,129.0106669,504
2_1_shp,35.2979099,129.0100382,505
2_1_shp,35.2980381,129.0097876,506
2_1_shp,35.2981328,129.0096303,507
2_1_shp,35.2982671,129.0094413,508
2_1_shp,35.2984099,129.0092633,509
2_1_shp,35.2985469,129.0091106,510
